VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
JTDKARFP1L,King,KIRKLAND,WA,98034,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1,478611850,POINT (-122.204248 47.719278)
1G1RA6S50H,Pierce,BONNEY LAKE,WA,98391,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,31,9615777,POINT (-122.170798 47.184615)
JN1AZ0CP4B,Thurston,OLYMPIA,WA,98513,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,32780,2,159009539,POINT (-122.75117900000001 47.002092)
5YJ3E1EBXK,King,SEATTLE,WA,98122,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,37,133904620,POINT (-122.303413 47.61065)
WVWKR7AU8K,King,SHORELINE,WA,98133,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,32,116605842,POINT (-122.343983 47.73996900000001)
3FA6P0SU8G,King,BELLEVUE,WA,98005,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,48,187773841,POINT (-122.168422 47.614824)
1N4BZ1CP2K,King,ENUMCLAW,WA,98022,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,31,9987946,POINT (-121.99141500000002 47.199452)
JTDKN3DP4D,King,DES MOINES,WA,98198,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,33,181311266,POINT (-122.31207099999999 47.395276)
1G1RH6E46E,Thurston,OLYMPIA,WA,98501,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,22,111668623,POINT (-122.87404199999999 46.998873)
1G1FX6S0XH,Kitsap,BAINBRIDGE ISLAND,WA,98110,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,23,304890764,POINT (-122.534497 47.643688)
5YJYGDEEXL,King,SEATTLE,WA,98136,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,34,116690927,POINT (-122.38895500000001 47.537382)
5YJSA1S11F,King,BELLEVUE,WA,98006,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,476338194,POINT (-122.151342 47.560192)
WVWKR7AU5K,King,BOTHELL,WA,98011,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,1,236375912,POINT (-122.197147 47.757791)
WVWPP7AU2F,Thurston,OLYMPIA,WA,98503,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,33450,22,348350341,POINT (-122.80237 47.02499)
1N4AZ0CP5E,Mason,GRAPEVIEW,WA,98546,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,35,234841183,POINT (-122.924277 47.318357)
1G1RD6S51H,King,REDMOND,WA,98052,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,45,133710468,POINT (-122.122018 47.678465)
WA1VABGE2K,King,SEATTLE,WA,98105,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,46,114692308,POINT (-122.298657 47.663771)
1N4AZ1CP9K,Pierce,TACOMA,WA,98409,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,29,9899452,POINT (-122.480106 47.211446)
5YJSA1E21L,King,MERCER ISLAND,WA,98040,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,41,104590664,POINT (-122.227947 47.565443)
5YJ3E1EB8L,King,NEWCASTLE,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,2012314,POINT (-122.132064 47.494834)
1N4BZ0CP7H,King,ISSAQUAH,WA,98027,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,5,185030345,POINT (-122.010741 47.506838)
5YJ3E1EA0J,Snohomish,BOTHELL,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,44,349677030,POINT (-122.20151499999999 47.843376)
5YJSA1E42K,King,SEATTLE,WA,98103,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,43,477063793,POINT (-122.343577 47.672491)
5YJSA1E29G,King,SEATTLE,WA,98104,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,43,348214065,POINT (-122.32861100000001 47.602601)
5YJSA1CN6D,King,KIRKLAND,WA,98034,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,1,160010833,POINT (-122.204248 47.719278)
1N4BZ0CP2H,Cowlitz,WOODLAND,WA,98674,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,20,152242877,POINT (-122.682784 45.932213)
5YJSA1CN7D,King,ISSAQUAH,WA,98027,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,5,122299530,POINT (-122.010741 47.506838)
1N4AZ0CPXG,Snohomish,EDMONDS,WA,98026,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,32,217081910,POINT (-122.33304600000001 47.829439)
WVWPP7AU7F,King,SEATTLE,WA,98115,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,33450,46,350057774,POINT (-122.297534 47.685291)
5YJ3E1EA6L,King,REDMOND,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,48,112689790,POINT (-122.122018 47.678465)
JTDKN3DPXC,King,AUBURN,WA,98092,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,47,224080958,POINT (-122.148214 47.292978)
5YJYGDEE6M,King,BELLEVUE,WA,98008,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,138168551,POINT (-122.117365 47.609515)
1N4AZ1CP0J,King,WOODINVILLE,WA,98072,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,45,196585714,POINT (-122.132064 47.759381000000005)
WBY1Z4C57E,Spokane,SPOKANE VALLEY,WA,99212,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,4,120807102,POINT (-117.30867100000002 47.667904)
5YJSA1S22F,King,BELLEVUE,WA,98005,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,202392025,POINT (-122.168422 47.614824)
YV4BC0PMXH,King,SEATTLE,WA,98199,2017,VOLVO,XC90 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,67800,36,245781329,POINT (-122.399558 47.648651)
5YJSA1S25F,King,SEATTLE,WA,98177,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,32,110057,POINT (-122.37015900000002 47.743354)
5YJSA1CN1D,King,RENTON,WA,98058,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,11,122234458,POINT (-122.137386 47.444808)
WBY1Z4C50F,King,REDMOND,WA,98052,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,45,298453704,POINT (-122.122018 47.678465)
3FA6P0SU2G,Thurston,LACEY,WA,98516,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,22,111939852,POINT (-122.78187600000001 47.089772)
JTDKARFP5H,Snohomish,SNOHOMISH,WA,98290,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,39,275031228,POINT (-122.029605 47.939428)
KMHE24L13G,Kitsap,SILVERDALE,WA,98383,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,23,152353575,POINT (-122.70405600000001 47.66424000000001)
5YJ3E1EA3J,King,KIRKLAND,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,475091907,POINT (-122.188994 47.678406)
5YJ3E1EB3J,Clark,VANCOUVER,WA,98661,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,49,341142378,POINT (-122.62505 45.640901)
5YJ3E1EB2L,Whatcom,BELLINGHAM,WA,98225,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,40,104388784,POINT (-122.493388 48.74995)
5YJ3E1EA2J,King,TUKWILA,WA,98188,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,11,307479924,POINT (-122.276826 47.449726)
WMZYU7C5XK,Kitsap,PORT ORCHARD,WA,98366,2019,MINI,COOPER SE COUNTRYMAN ALL4,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,26,192393680,POINT (-122.590961 47.532193)
5YJSA1H48F,Pierce,PUYALLUP,WA,98374,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,25,162502861,POINT (-122.26536800000001 47.133331)
KM8K53AG3L,King,SAMMAMISH,WA,98074,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,45,124398431,POINT (-122.04272399999999 47.623594)
5YJ3E1EA4L,King,KENMORE,WA,98028,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,46,103440627,POINT (-122.24619300000002 47.755504)
5YJSA1E26H,King,SAMMAMISH,WA,98075,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,41,120733406,POINT (-122.028168 47.586173)
5YJSA1S17E,King,REDMOND,WA,98053,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,137585157,POINT (-122.024951 47.670286)
1N4AZ0CP5E,King,SEATTLE,WA,98133,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,32,156418895,POINT (-122.343983 47.73996900000001)
5YJ3E1EB1J,King,SEATTLE,WA,98136,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,34,177920340,POINT (-122.38895500000001 47.537382)
5UXKT0C51G,King,SEATTLE,WA,98178,2016,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,62100,37,2031004,POINT (-122.249664 47.49744200000001)
5YJ3E1EB2L,King,SEATTLE,WA,98103,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,46,122600684,POINT (-122.343577 47.672491)
5YJ3E1EB5K,King,SAMMAMISH,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,476735549,POINT (-122.04272399999999 47.623594)
3FA6P0SU4D,Snohomish,LAKE STEVENS,WA,98258,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,44,148748288,POINT (-122.085999 48.016305)
WBY2Z2C53F,King,BELLEVUE,WA,98004,2015,BMW,I8 COUPE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,136500,41,225038628,POINT (-122.20316899999999 47.619011)
1G1RC6S52H,King,SEATTLE,WA,98125,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,46,104243072,POINT (-122.303604 47.716244)
1N4AZ1CP3J,Stevens,COLVILLE,WA,99114,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,7,250569301,POINT (-117.73923500000001 48.642723)
5YJ3E1EC4L,King,ISSAQUAH,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,5,117982931,POINT (-122.014191 47.559121)
5YJSA1S19F,King,SAMMAMISH,WA,98074,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,209922520,POINT (-122.04272399999999 47.623594)
1N4AZ1CP5K,Whatcom,BELLINGHAM,WA,98229,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,40,476554697,POINT (-122.414936 48.709388)
JTDKARFP7J,Pierce,TACOMA,WA,98405,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,27,309579343,POINT (-122.469847 47.247509)
JTDKARFP0J,King,BURIEN,WA,98146,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,34,474442706,POINT (-122.35720600000002 47.501207)
KNAGV4LD4J,King,BELLEVUE,WA,98006,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35210,41,347471036,POINT (-122.151342 47.560192)
YV4BC0PLXG,King,BELLEVUE,WA,98005,2016,VOLVO,XC90 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,68100,48,117881879,POINT (-122.168422 47.614824)
5YJ3E1EC8L,King,LAKE FOREST PARK,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,46,112716054,POINT (-122.30332400000002 47.756486)
3C3CFFGE9D,Spokane,CHENEY,WA,99004,2013,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,9,186229298,POINT (-117.61765699999998 47.449801)
5YJSA1E42G,Pierce,BUCKLEY,WA,98321,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,31,1930624,POINT (-121.91003699999999 47.06488)
3C3CFFGE3H,San Juan,EASTSOUND,WA,98245,2017,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,32995,40,104226916,POINT (-122.924946 48.657249)
2C4RC1N78H,Snohomish,BOTHELL,WA,98021,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,41995,1,349239558,POINT (-122.21210499999998 47.792368)
5YJ3E1EB0L,King,BURIEN,WA,98146,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,34,122498092,POINT (-122.35720600000002 47.501207)
5YJ3E1EA9J,King,KIRKLAND,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,207122156,POINT (-122.188994 47.678406)
WBY1Z4C50E,Snohomish,MARYSVILLE,WA,98270,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,38,136786303,POINT (-122.14805699999998 48.060301)
5YJ3E1EB4M,King,BEAUX ARTS,WA,98004,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,135099590,POINT (-122.20316899999999 47.619011)
1G1FW6S05L,King,SEATTLE,WA,98104,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,37,132474380,POINT (-122.32861100000001 47.602601)
55SWF4HB0H,Kitsap,SILVERDALE,WA,98383,2017,MERCEDES-BENZ,C350E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,8,46400,23,131550912,POINT (-122.70405600000001 47.66424000000001)
3FA6P0SU6D,King,BELLEVUE,WA,98008,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,48,184920851,POINT (-122.117365 47.609515)
5YJSA1H12E,King,NEWCASTLE,WA,98056,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,155830846,POINT (-122.183961 47.510245)
3FA6P0PU9F,Clark,LA CENTER,WA,98629,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,18,185996884,POINT (-122.61763500000002 45.878449)
5YJ3E1EA5L,King,SHORELINE,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,32,107760747,POINT (-122.30332400000002 47.756486)
KNDJX3AE1F,Snohomish,SNOHOMISH,WA,98290,2015,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,33700,44,147833241,POINT (-122.029605 47.939428)
1FADP5CU8G,King,VASHON,WA,98070,2016,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,34,172083579,POINT (-122.469161 47.415443)
1G1RA6E41E,King,AUBURN,WA,98002,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,47,134894329,POINT (-122.216415 47.305093)
5YJ3E1EB1K,King,SEATTLE,WA,98178,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,37,109565004,POINT (-122.249664 47.49744200000001)
5YJSA1E17H,King,KENT,WA,98031,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,47,125891678,POINT (-122.196448 47.40561)
5YJ3E1EB4L,King,SEATTLE,WA,98103,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,43,106210415,POINT (-122.343577 47.672491)
1G1RA6S52H,Clark,VANCOUVER,WA,98683,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,18,255628320,POINT (-122.51074800000002 45.603727)
5YJSA1E24J,Kitsap,BAINBRIDGE ISLAND,WA,98110,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,23,478654564,POINT (-122.534497 47.643688)
1N4BZ0CP3G,San Juan,LOPEZ ISLAND,WA,98261,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,40,129534065,POINT (-122.896991 48.501028)
5YJ3E1EA8K,King,SEATTLE,WA,98118,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,37,475138898,POINT (-122.275593 47.54055)
5YJ3E1EA8J,King,MERCER ISLAND,WA,98040,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,41,221805636,POINT (-122.227947 47.565443)
5YJSA1E29L,Snohomish,SNOHOMISH,WA,98290,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,44,109845907,POINT (-122.029605 47.939428)
KNAGV4LD0J,Pierce,GRAHAM,WA,98338,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35210,2,126037320,POINT (-122.288044 47.02748)
1G1RA6S50J,King,MAPLE VALLEY,WA,98038,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,5,235020488,POINT (-122.02812000000002 47.393554)
JTDKARFP0H,Pierce,FOX ISLAND,WA,98333,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,26,295971875,POINT (-122.624654 47.246271)
JTDKARFP1K,King,AUBURN,WA,98001,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27350,47,342489794,POINT (-122.266685 47.308313)
1G1RA6E49D,Island,COUPEVILLE,WA,98239,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,10,8527011,POINT (-122.66309299999999 48.194534)
3FA6P0PUXH,Benton,KENNEWICK,WA,99338,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,8,349147025,POINT (-119.282747 46.129715)
1N4AZ0CP8F,King,SEATTLE,WA,98107,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,43,130812545,POINT (-122.375438 47.667804)
JN1AZ0CP0B,King,BELLEVUE,WA,98006,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,32780,41,150803194,POINT (-122.151342 47.560192)
5YJ3E1EA4K,King,BELLEVUE,WA,98005,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,41,329043102,POINT (-122.168422 47.614824)
5YJ3E1EA5L,Pierce,TACOMA,WA,98498,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,28,138384207,POINT (-122.55645 47.162344)
1N4AZ1CP4K,King,SEATTLE,WA,98144,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,37,476403077,POINT (-122.30033 47.585339)
5YJ3E1EBXK,Spokane,SPOKANE,WA,99224,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,6,9404685,POINT (-117.50543600000002 47.633834)
5YJYGDEE7L,King,BELLEVUE,WA,98006,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,110798908,POINT (-122.151342 47.560192)
5YJSA1E22F,Pierce,PUYALLUP,WA,98374,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,25,242644097,POINT (-122.26536800000001 47.133331)
JN1AZ0CP1B,Pierce,TACOMA,WA,98404,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,32780,27,125693242,POINT (-122.412949 47.211873)
WVWKR7AU1K,Thurston,LACEY,WA,98503,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,22,346772142,POINT (-122.80237 47.02499)
WBY1Z4C57F,Snohomish,EDMONDS,WA,98026,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,21,139870993,POINT (-122.33304600000001 47.829439)
5YJ3E1EA0J,King,SEATTLE,WA,98117,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,350408691,POINT (-122.379354 47.687571)
JTDKARFP3J,King,SEATTLE,WA,98105,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,43,474432010,POINT (-122.298657 47.663771)
1G1FW6S07H,King,NEWCASTLE,WA,98056,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,41,278895046,POINT (-122.183961 47.510245)
5UXKT0C52H,Pierce,BONNEY LAKE,WA,98391,2017,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,63200,31,112487343,POINT (-122.170798 47.184615)
5YJSA1E24L,King,VASHON,WA,98070,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,34,105049507,POINT (-122.469161 47.415443)
JTDKN3DP2F,Pierce,PUYALLUP,WA,98375,2015,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,29990,2,333177134,POINT (-122.321062 47.10379700000001)
5YJ3E1EB5L,King,REDMOND,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,4718542,POINT (-122.122018 47.678465)
3FA6P0PU5H,King,CARNATION,WA,98014,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,5,132521532,POINT (-121.91148700000001 47.660868)
1G1RB6E48C,Pacific,OCEAN PARK,WA,98640,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,19,144019872,POINT (-124.04616800000001 46.507727)
